Channel Name	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	Lateral Localization Accuracy	Xw	Yw	Xwc	Ywc
405/647	28180.3	26682.1	28180.3	26682.1	3187.82715	12772.54883	255.53574	-38.81918	1.07365	5621.59082	17445.23438	128	1	-1	7	0	0	339.74980	19.81958	28180.3	26682.1	28180.3	26682.1
405/647	34084.6	32299.7	34084.6	32299.7	2355.70215	14512.95605	316.86771	28.13785	1.04745	4455.75244	22403.18750	128	1	-1	-3	0	0	386.04463	23.70349	34084.6	32299.7	34084.6	32299.7
405/647	26022.9	32674.8	26022.9	32674.8	5296.03027	30936.39258	308.54593	52.38330	1.21677	6845.15918	31848.01563	128	1	-1	5	0	0	822.90804	13.44795	26022.9	32674.8	26022.9	32674.8
405/647	14458.8	35600.0	14458.8	35600.0	2426.23535	19146.31836	358.62155	-1.47281	1.08824	4154.71240	19392.18750	128	1	-1	10	0	0	509.29207	22.34246	14458.8	35600.0	14458.8	35600.0
405/647	33228.2	39004.9	33228.2	39004.9	4618.49951	146160.64063	271.67020	31.43988	1.08989	4356.57178	146679.25000	128	6	-1	7	0	0	3887.87304	4.54412	33228.2	39004.9	33228.2	39004.9
405/647	15498.5	39622.5	15498.5	39622.5	2121.85498	11340.68750	295.13593	-42.88377	1.28930	4408.28760	12658.81250	128	1	-1	6	0	0	301.66229	26.04566	15498.5	39622.5	15498.5	39622.5
405/647	9225.7	814.1	9225.7	814.1	3463.02930	137889.81250	256.49768	13.58507	1.13352	4522.74121	160652.81250	129	8	-1	7	0	0	3667.86901	4.90320	9225.7	814.1	9225.7	814.1
405/647	10245.7	1335.7	10245.7	1335.7	2032.85303	5168.30176	203.55473	-44.67206	1.23688	4494.81885	8141.53125	129	1	-1	-3	0	0	137.47683	27.50282	10245.7	1335.7	10245.7	1335.7
405/647	5399.8	5740.8	5399.8	5740.8	5623.12012	44713.20703	359.98920	-10.28588	1.21871	8813.71875	44218.03125	129	1	-1	6	0	0	1189.37131	14.12775	5399.8	5740.8	5399.8	5740.8
405/647	5537.1	6775.9	5537.1	6775.9	2011.35815	8252.39160	258.58627	-61.17738	1.11536	10641.93262	9653.68750	129	1	-1	-2	0	0	219.51362	41.17597	5537.1	6775.9	5537.1	6775.9
405/647	37491.7	8134.6	37491.7	8134.6	3305.18823	8509.83008	204.84369	-32.27657	1.27062	4613.37646	11180.58594	129	1	-1	7	0	0	226.36148	17.72488	37491.7	8134.6	37491.7	8134.6
405/647	21041.0	8761.1	21041.0	8761.1	4516.40723	42272.50781	390.56442	14.77592	1.01143	4552.25635	43846.59375	129	1	-1	-5	0	0	1124.44871	13.12892	21041.0	8761.1	21041.0	8761.1
405/647	8926.3	15388.1	8926.3	15388.1	11888.87695	72225.35156	314.65500	17.47713	1.15437	4747.01514	73544.62500	129	1	-1	5	0	0	1921.19435	5.87742	8926.3	15388.1	8926.3	15388.1
405/647	20988.5	20238.1	20988.5	20238.1	2488.23120	22536.30273	384.19894	-7.41481	1.01978	5383.64404	23068.90625	129	1	-1	-3	0	0	599.46565	24.43739	20988.5	20238.1	20988.5	20238.1
405/647	19329.2	23248.3	19329.2	23248.3	2468.61426	10643.12988	265.07471	-24.16359	1.23349	5257.68896	23973.78125	129	1	-1	-2	0	0	283.10725	24.44371	19329.2	23248.3	19329.2	23248.3
405/647	8514.6	24711.9	8514.6	24711.9	2819.58325	18199.53711	324.33807	-49.42618	1.12929	4700.39258	23028.18750	129	1	-1	-7	0	0	484.10769	20.50622	8514.6	24711.9	8514.6	24711.9
405/647	23718.7	28400.7	23718.7	28400.7	5277.75830	33397.59766	321.13901	-24.06262	1.15467	7610.38037	35484.48438	129	1	-1	10	0	0	888.37610	14.09262	23718.7	28400.7	23718.7	28400.7
405/647	26633.4	29214.6	26633.4	29214.6	8603.47168	101571.18750	331.16617	-25.83835	1.02217	6306.45898	102807.03125	129	2	-1	-4	0	0	2701.79359	6.69429	26633.4	29214.6	26633.4	29214.6
405/647	27088.3	29232.1	27088.3	29232.1	11848.52539	81407.39844	334.62625	-4.20250	1.05622	5766.66699	80132.32813	129	1	-1	5	0	0	2165.43680	6.24877	27088.3	29232.1	27088.3	29232.1
405/647	24620.7	29472.7	24620.7	29472.7	3944.16479	22322.46680	303.70630	18.91263	1.14160	7345.67529	23705.12500	129	1	-1	7	0	0	593.77762	18.20328	24620.7	29472.7	24620.7	29472.7
405/647	24766.9	34530.4	24766.9	34530.4	2111.57910	15599.19336	346.98254	85.44141	1.10439	5105.53076	17430.73438	129	1	-1	-1	0	0	414.93854	27.89852	24766.9	34530.4	24766.9	34530.4
405/647	30821.2	38157.2	30821.2	38157.2	4736.46387	14292.64063	221.76314	36.16249	1.10140	4515.85449	17025.64063	129	1	-1	-5	0	0	380.18424	12.69331	30821.2	38157.2	30821.2	38157.2
405/647	29553.4	1795.8	29553.4	1795.8	2934.19897	18532.52344	228.25101	-79.25667	1.17099	4745.22852	28916.57813	130	2	-1	-4	0	0	492.96512	14.26645	29553.4	1795.8	29553.4	1795.8
405/647	18638.4	3487.5	18638.4	3487.5	2767.90967	14026.72461	287.38388	-73.46214	1.19404	4508.91211	18080.19531	130	1	-1	6	0	0	373.11087	20.52245	18638.4	3487.5	18638.4	3487.5
405/647	23774.7	10944.8	23774.7	10944.8	3966.27002	20832.96875	292.58002	-73.68225	1.13948	5190.74609	23553.34375	130	1	-1	-3	0	0	554.15697	15.63231	23774.7	10944.8	23774.7	10944.8
405/647	17009.4	12075.4	17009.4	12075.4	2840.97534	14279.77832	286.21161	74.89783	1.09915	5054.57178	16950.70313	130	1	-1	-3	0	0	379.84210	21.04113	17009.4	12075.4	17009.4	12075.4
405/647	15845.9	12466.8	15845.9	12466.8	6734.71729	34999.48047	291.02570	46.45938	1.27958	4868.92383	46915.90625	130	1	-1	-4	0	0	930.98618	9.52472	15845.9	12466.8	15845.9	12466.8
405/647	10051.5	17690.9	10051.5	17690.9	5384.98438	28170.65625	291.98901	-42.14809	1.13090	4740.27686	35394.07813	130	1	-1	-2	0	0	749.33946	11.45932	10051.5	17690.9	10051.5	17690.9
405/647	39080.6	18321.8	39080.6	18321.8	3239.50024	25347.31250	357.09781	20.57671	1.13640	4900.43750	28655.06250	130	1	-1	-3	0	0	674.23851	18.33505	39080.6	18321.8	39080.6	18321.8
405/647	8627.2	18747.2	8627.2	18747.2	2074.51978	7991.73340	250.56587	57.32784	1.04434	5399.15039	12785.23438	130	1	-1	-2	0	0	212.58011	29.18082	8627.2	18747.2	8627.2	18747.2
405/647	28959.1	19933.5	28959.1	19933.5	5703.25000	23572.12695	259.53647	-38.49545	1.04996	15392.95996	25172.00000	130	1	-1	8	0	0	627.01858	17.88371	28959.1	19933.5	28959.1	19933.5
405/647	13897.2	25309.4	13897.2	25309.4	12634.68457	74590.84375	310.18500	38.17575	1.03174	4422.85352	84634.66406	130	1	-1	-3	0	0	1984.11644	5.49102	13897.2	25309.4	13897.2	25309.4
405/647	34864.5	26219.4	34864.5	26219.4	12121.19922	67132.01563	300.43622	12.01593	1.14263	5305.86426	69739.39063	130	1	-1	5	0	0	1785.71162	5.99405	34864.5	26219.4	34864.5	26219.4
405/647	9938.3	26930.0	9938.3	26930.0	3064.62695	19756.37891	324.13437	64.69526	1.26521	4550.85303	28256.67188	130	1	-1	8	0	0	525.51968	18.72246	9938.3	26930.0	9938.3	26930.0
405/647	26579.8	28711.1	26579.8	28711.1	4243.40088	21464.96680	287.12320	41.98591	1.14979	6292.74902	23982.28125	130	1	-1	7	0	0	570.96812	15.92705	26579.8	28711.1	26579.8	28711.1
405/647	25237.6	29456.7	25237.6	29456.7	16455.90234	102351.80469	318.38098	75.61892	1.01493	6523.09229	102625.68750	130	1	-1	5	0	0	2722.55800	4.98308	25237.6	29456.7	25237.6	29456.7
405/647	33272.8	30408.6	33272.8	30408.6	3545.90967	20254.72266	305.11218	-5.36841	1.07481	5120.46045	24196.49219	130	1	-1	-2	0	0	538.77562	17.21465	33272.8	30408.6	33272.8	30408.6
405/647	26118.9	34926.9	26118.9	34926.9	3002.20483	18323.43945	315.38684	90.00000	1.10927	4869.39893	21264.02344	130	1	-1	10	0	0	487.40349	19.64612	26118.9	34926.9	26118.9	34926.9
405/647	25161.1	5042.7	25161.1	5042.7	2011.60242	5397.66406	209.11830	-89.96391	1.08308	4516.83301	12601.17188	131	1	-1	-9	0	0	143.57786	27.82096	25161.1	5042.7	25161.1	5042.7
405/647	5557.8	6456.3	5557.8	6456.3	8069.99121	77656.81250	396.01669	-48.67868	1.08393	8817.16113	72861.96875	131	1	-1	6	0	0	2065.67121	10.14180	5557.8	6456.3	5557.8	6456.3
405/647	17958.1	7512.1	17958.1	7512.1	2005.49536	5978.37256	220.41487	-86.37840	1.28448	4578.39600	13627.10156	131	1	-1	10	0	0	159.02471	28.04151	17958.1	7512.1	17958.1	7512.1
405/647	19409.8	10148.7	19409.8	10148.7	3808.09155	26799.74805	267.61627	64.46821	1.05100	4995.38867	42678.55469	131	2	-1	-2	0	0	712.87330	13.87364	19409.8	10148.7	19409.8	10148.7
405/647	13821.9	10516.2	13821.9	10516.2	3604.67603	18801.61719	291.55783	-75.37527	1.00260	7441.68652	21086.84375	131	1	-1	-4	0	0	500.12302	19.92980	13821.9	10516.2	13821.9	10516.2
405/647	8071.0	17268.3	8071.0	17268.3	20456.25781	332361.28125	293.08643	-37.80114	1.07110	6380.14502	334752.75000	131	2	-1	5	0	0	8840.81008	2.15267	8071.0	17268.3	8071.0	17268.3
405/647	28699.3	20098.2	28699.3	20098.2	42104.12109	302588.71875	342.23489	-4.18541	1.10739	15539.84570	292120.84375	131	1	-1	-5	0	0	8048.85992	3.04413	28699.3	20098.2	28699.3	20098.2
405/647	37711.6	21252.0	37711.6	21252.0	2310.27319	5777.77588	201.88724	0.10248	1.07351	4538.19922	11672.01563	131	1	-1	9	0	0	153.68884	24.50413	37711.6	21252.0	37711.6	21252.0
405/647	5150.0	24178.5	5150.0	24178.5	3310.47729	11355.16113	236.43489	-29.43781	1.28971	4532.83984	16059.00000	131	1	-1	-5	0	0	302.04729	17.50469	5150.0	24178.5	5150.0	24178.5
405/647	8496.8	24699.8	8496.8	24699.8	3387.88892	56189.96875	324.19040	-57.55481	1.18223	4560.59717	73432.21094	131	3	-1	10	0	0	1494.65317	11.36999	8496.8	24699.8	8496.8	24699.8
405/647	20646.6	25730.5	20646.6	25730.5	5868.56201	35098.00781	312.20197	22.69189	1.07164	12075.29980	36799.50000	131	1	-1	-3	0	0	933.60701	15.58606	20646.6	25730.5	20646.6	25730.5
405/647	28141.8	26614.7	28141.8	26614.7	2650.50977	21118.36719	360.35098	53.02524	1.27629	5467.47607	22738.09375	131	1	-1	9	0	0	561.74857	23.19052	28141.8	26614.7	28141.8	26614.7
405/647	35283.7	26850.8	35283.7	26850.8	22743.91602	277694.62500	309.38660	71.17978	1.12863	5738.20898	275658.56250	131	2	-1	5	0	0	7386.67703	2.58258	35283.7	26850.8	35283.7	26850.8
405/647	23696.8	28399.9	23696.8	28399.9	4935.21045	28919.97070	309.03403	9.57536	1.22531	7658.49609	30463.59375	131	1	-1	7	0	0	769.27122	15.04027	23696.8	28399.9	23696.8	28399.9
405/647	989.3	37975.1	989.3	37975.1	2169.48755	15162.91211	337.49936	-89.11861	1.28365	4333.27734	14589.06250	131	1	-1	-2	0	0	403.33346	25.28316	989.3	37975.1	989.3	37975.1
405/647	3733.7	7265.4	3733.7	7265.4	7271.37451	47718.89844	327.03720	-0.54863	1.03804	7541.37158	49778.70313	132	1	-1	10	0	0	1269.32270	10.48908	3733.7	7265.4	3733.7	7265.4
405/647	17197.0	9039.2	17197.0	9039.2	2225.17358	21518.33789	396.99280	35.52514	1.18132	4408.94775	24716.30469	132	1	-1	7	0	0	572.38779	24.84788	17197.0	9039.2	17197.0	9039.2
405/647	19428.5	9518.8	19428.5	9518.8	2639.02466	69351.99219	364.85489	-51.68239	1.05159	5015.06592	68989.70313	132	2	-1	6	0	0	1844.76299	10.21422	19428.5	9518.8	19428.5	9518.8
405/647	25963.6	16065.5	25963.6	16065.5	2061.73975	5911.22266	216.16330	-81.77537	1.02337	5237.89307	15612.67188	132	1	-1	-2	0	0	157.23852	29.01454	25963.6	16065.5	25963.6	16065.5
405/647	7319.6	16177.6	7319.6	16177.6	15189.70703	80543.46875	293.96844	37.11464	1.07290	5490.18652	84032.34375	132	1	-1	5	0	0	2142.45627	5.06356	7319.6	16177.6	7319.6	16177.6
405/647	10077.5	17673.8	10077.5	17673.8	5122.22510	36436.49219	340.48593	-8.74928	1.00965	5480.39551	38307.10938	132	1	-1	-3	0	0	969.21069	12.64576	10077.5	17673.8	10077.5	17673.8
405/647	1723.3	18523.8	1723.3	18523.8	5747.99219	31958.08203	229.49376	5.84691	1.12079	4673.40039	42705.96875	132	2	-1	6	0	0	850.08498	8.74527	1723.3	18523.8	1723.3	18523.8
405/647	28246.4	19767.3	28246.4	19767.3	25043.06055	200304.65625	361.04559	-28.96189	1.12693	14600.20020	186835.00000	132	1	-1	5	0	0	5328.10386	4.55648	28246.4	19767.3	28246.4	19767.3
405/647	29045.0	19873.6	29045.0	19873.6	27391.66016	260423.98438	393.63303	-66.53911	1.24356	14613.14453	238903.37500	132	1	-1	6	0	0	6927.27798	4.22105	29045.0	19873.6	29045.0	19873.6
405/647	29091.4	21153.9	29091.4	21153.9	2128.81494	12051.52051	303.74713	-77.59475	1.21162	13131.22949	13806.25000	132	1	-1	-2	0	0	320.57045	43.03001	29091.4	21153.9	29091.4	21153.9
405/647	1475.8	22048.9	1475.8	22048.9	2399.57617	7699.66553	228.68037	35.35365	1.09213	4508.93506	9227.62500	132	1	-1	-7	0	0	204.81110	23.52459	1475.8	22048.9	1475.8	22048.9
405/647	18376.9	22709.8	18376.9	22709.8	2185.74438	17650.31055	362.77448	0.00000	1.13237	4294.83643	39888.08594	132	1	-1	10	0	0	469.49826	24.99391	18376.9	22709.8	18376.9	22709.8
405/647	20250.7	25582.5	20250.7	25582.5	18814.85742	447083.50000	347.32779	-71.35916	1.12148	10556.29590	426964.21875	132	2	-1	5	0	0	11892.42110	2.50132	20250.7	25582.5	20250.7	25582.5
405/647	14531.7	26118.8	14531.7	26118.8	2058.05664	5443.64160	207.62343	-0.02000	1.02779	4559.14307	14372.42188	132	1	-1	6	0	0	144.80087	27.34573	14531.7	26118.8	14531.7	26118.8
405/647	9932.3	26937.3	9932.3	26937.3	3710.20850	26402.95508	340.55505	32.35163	1.11373	4571.79639	29135.09375	132	1	-1	5	0	0	702.31861	15.73340	9932.3	26937.3	9932.3	26937.3
405/647	32428.0	30615.0	32428.0	30615.0	10302.22754	72592.46094	338.87570	-53.16183	1.11352	5360.38379	72871.40625	132	1	-1	-4	0	0	1930.95946	6.84661	32428.0	30615.0	32428.0	30615.0
405/647	31778.2	31195.6	31778.2	31195.6	16862.20703	107673.87500	322.59543	85.62607	1.09507	5953.29980	105640.50000	132	1	-1	5	0	0	2864.12507	4.75817	31778.2	31195.6	31778.2	31195.6
405/647	1200.4	32237.2	1200.4	32237.2	9389.93945	499837.43750	280.64169	90.00000	1.11192	4519.51172	554793.62500	132	13	-1	5	0	0	13295.67584	2.23651	1200.4	32237.2	1200.4	32237.2
405/647	25777.2	33203.4	25777.2	33203.4	5721.79443	28466.72266	284.74942	-55.45186	1.27356	6789.58545	31851.35938	132	1	-1	10	0	0	757.21482	12.50937	25777.2	33203.4	25777.2	33203.4
405/647	26085.2	35033.1	26085.2	35033.1	5565.71826	35405.58594	321.98489	-54.17966	1.00473	4424.25977	43056.50781	132	1	-1	5	0	0	941.78859	10.82486	26085.2	35033.1	26085.2	35033.1
405/647	32330.3	3658.5	32330.3	3658.5	4525.09375	33835.12500	256.16788	20.49877	1.09279	4588.96680	44942.66406	133	2	-1	-3	0	0	900.01432	10.00650	32330.3	3658.5	32330.3	3658.5
405/647	40424.7	3758.3	40424.7	3758.3	7998.20117	42833.26172	295.43002	30.88751	1.22425	6373.16211	44406.95313	133	1	-1	8	0	0	1139.36476	9.05444	40424.7	3758.3	40424.7	3758.3
405/647	25658.7	4184.1	25658.7	4184.1	11510.85059	43243.42969	247.43813	-15.88901	1.25069	5137.33105	47091.72656	133	1	-1	7	0	0	1150.27523	6.23585	25658.7	4184.1	25658.7	4184.1
405/647	15013.3	5464.1	15013.3	5464.1	2611.69165	26998.95313	339.33728	-15.20371	1.19371	4485.86865	36807.57031	133	2	-1	-6	0	0	718.17215	20.46984	15013.3	5464.1	15013.3	5464.1
405/647	29513.9	6383.9	29513.9	6383.9	2415.07520	7519.60156	225.26427	71.15034	1.07643	4672.55957	19765.00781	133	1	-1	-2	0	0	200.02140	23.75460	29513.9	6383.9	29513.9	6383.9
405/647	19452.0	7915.1	19452.0	7915.1	3988.99243	91043.32031	370.15677	-89.94739	1.10722	4584.60791	99774.38281	133	3	-1	10	0	0	2421.75232	9.31603	19452.0	7915.1	19452.0	7915.1
405/647	23762.0	10954.6	23762.0	10954.6	2523.79370	34725.16406	341.45557	-54.59550	1.15902	5035.97363	42393.32031	133	2	-1	-4	0	0	923.68936	17.18834	23762.0	10954.6	23762.0	10954.6
405/647	22562.5	12207.2	22562.5	12207.2	2183.45898	6963.48242	227.98221	-83.81586	1.22164	5295.77588	12653.60938	133	1	-1	-2	0	0	185.22863	27.59277	22562.5	12207.2	22562.5	12207.2
405/647	37369.9	13608.6	37369.9	13608.6	2126.07251	8084.21875	248.93744	89.80107	1.12826	4672.23779	10431.05469	133	1	-1	6	0	0	215.04022	26.72897	37369.9	13608.6	37369.9	13608.6
405/647	9575.3	16786.8	9575.3	16786.8	15721.02148	128113.40625	336.67325	82.11777	1.20577	5656.51172	131303.40625	133	2	-1	5	0	0	3407.81661	5.41688	9575.3	16786.8	9575.3	16786.8
405/647	8734.4	17193.8	8734.4	17193.8	12610.54980	98035.97656	355.94748	-32.26701	1.03355	4496.99072	97437.23438	133	1	-1	5	0	0	2607.75698	5.50160	8734.4	17193.8	8734.4	17193.8
405/647	27782.6	17038.1	27782.6	17038.1	7064.25146	38065.78125	296.34290	-40.30307	1.20884	7022.16455	38872.89063	133	1	-1	6	0	0	1012.54978	10.48290	27782.6	17038.1	27782.6	17038.1
405/647	11202.4	18087.1	11202.4	18087.1	3344.48218	115550.86719	315.10712	-74.84207	1.06717	4976.23633	124751.16406	133	2	-1	-4	0	0	3073.65307	5.06950	11202.4	18087.1	11202.4	18087.1
405/647	39031.3	18267.1	39031.3	18267.1	4218.83008	25788.82813	315.63126	80.53229	1.11817	4807.07715	33895.07031	133	1	-1	-1	0	0	685.98283	14.30655	39031.3	18267.1	39031.3	18267.1
405/647	15002.4	24439.4	15002.4	24439.4	2447.53613	36602.65625	354.70087	6.79300	1.09173	4727.75488	45067.26563	133	2	-1	-2	0	0	973.63066	17.08379	15002.4	24439.4	15002.4	24439.4
405/647	28179.5	26670.5	28179.5	26670.5	2909.83887	33782.64453	312.20352	-89.71951	1.16112	5434.85986	42239.00000	133	2	-1	-3	0	0	898.61834	15.42553	28179.5	26670.5	28179.5	26670.5
405/647	26540.5	29246.6	26540.5	29246.6	3819.38989	35822.29688	390.96686	38.00363	1.14534	5205.72754	36150.81250	133	1	-1	5	0	0	952.87310	16.14618	26540.5	29246.6	26540.5	29246.6
405/647	3027.0	6972.9	3027.0	6972.9	19014.84570	112134.44531	310.01544	12.49968	1.14919	6615.38574	112279.35938	134	1	-1	6	0	0	2982.77625	4.46834	3027.0	6972.9	3027.0	6972.9
405/647	17051.2	12055.2	17051.2	12055.2	3091.11206	11426.64160	245.44951	-85.14730	1.28272	5002.94580	14976.35156	134	1	-1	6	0	0	303.94867	19.41530	17051.2	12055.2	17051.2	12055.2
405/647	631.9	13084.5	631.9	13084.5	5398.54639	23020.54102	263.62073	-66.81048	1.28587	4862.28369	31902.90625	134	1	-1	-2	0	0	612.34639	11.57329	631.9	13084.5	631.9	13084.5
405/647	9190.2	14373.2	9190.2	14373.2	2462.67896	17794.20703	343.15921	90.00000	1.23265	4628.60693	22642.82813	134	1	-1	9	0	0	473.32591	23.10183	9190.2	14373.2	9190.2	14373.2
405/647	7568.0	15779.3	7568.0	15779.3	7993.59375	52175.73047	326.15460	64.63588	1.14268	4700.61230	55354.69531	134	1	-1	5	0	0	1387.87443	8.10633	7568.0	15779.3	7568.0	15779.3
405/647	31534.5	17257.2	31534.5	17257.2	19580.72852	131287.57813	330.56558	2.67412	1.15208	5975.33301	132262.67188	134	1	-1	5	0	0	3492.24958	4.23907	31534.5	17257.2	31534.5	17257.2
405/647	39955.2	20091.0	39955.2	20091.0	2805.77246	13822.97754	283.35754	0.00000	1.27274	4494.23047	17042.23438	134	1	-1	10	0	0	367.69120	20.24138	39955.2	20091.0	39955.2	20091.0
405/647	34057.3	26959.7	34057.3	26959.7	9078.43750	67534.60938	348.19125	-77.08992	1.21372	4376.53906	67016.52344	134	1	-1	6	0	0	1796.42061	7.10999	34057.3	26959.7	34057.3	26959.7
405/647	9937.2	26914.2	9937.2	26914.2	2057.61865	19423.96484	392.23535	-38.89685	1.06255	4598.95020	29646.24219	134	1	-1	-4	0	0	516.67746	27.26232	9937.2	26914.2	9937.2	26914.2
405/647	26267.8	27821.5	26267.8	27821.5	6257.00195	48648.40234	355.96835	-81.96310	1.01291	5990.44434	49540.89063	134	1	-1	-2	0	0	1294.04750	10.94328	26267.8	27821.5	26267.8	27821.5
405/647	23735.7	28432.8	23735.7	28432.8	10401.87793	67434.97656	325.04761	24.09119	1.17941	7335.14551	70699.35938	134	1	-1	5	0	0	1793.77038	7.57605	23735.7	28432.8	23735.7	28432.8
405/647	26498.7	28640.4	26498.7	28640.4	7288.29932	49848.94922	333.86826	12.18127	1.13059	5980.48096	50479.96875	134	1	-1	5	0	0	1325.98205	9.56635	26498.7	28640.4	26498.7	28640.4
405/647	30843.3	38141.4	30843.3	38141.4	5683.11865	122264.14063	248.41043	-33.37410	1.13779	4433.13623	127444.12500	134	7	-1	-4	0	0	3252.22614	4.85901	30843.3	38141.4	30843.3	38141.4
405/647	25664.6	4170.0	25664.6	4170.0	13658.35840	218682.73438	293.96878	-0.22190	1.14538	4732.90967	230899.03125	135	4	-1	6	0	0	5816.96073	3.30023	25664.6	4170.0	25664.6	4170.0
405/647	5446.4	5788.7	5446.4	5788.7	5599.15186	42398.75781	351.29800	-28.96347	1.27263	8121.91016	41729.25000	135	1	-1	5	0	0	1127.80696	13.70288	5446.4	5788.7	5446.4	5788.7
405/647	14821.4	7463.4	14821.4	7463.4	7984.96533	129488.73438	324.40329	85.99300	1.19584	4466.14795	148501.90625	135	3	-1	-2	0	0	3444.40033	5.35212	14821.4	7463.4	14821.4	7463.4
405/647	19426.3	9522.2	19426.3	9522.2	5938.41895	28390.63867	279.13379	-74.03471	1.11614	5546.26807	31282.29688	135	1	-1	-4	0	0	755.19099	11.17377	19426.3	9522.2	19426.3	9522.2
405/647	22515.1	12201.0	22515.1	12201.0	2028.53699	11948.58008	309.83246	41.51969	1.09474	5147.82080	16309.47656	135	1	-1	-2	0	0	317.83223	29.11520	22515.1	12201.0	22515.1	12201.0
405/647	19219.1	13143.0	19219.1	13143.0	19142.05859	116519.26563	314.96680	6.45283	1.07900	5610.38232	117333.43750	135	1	-1	5	0	0	3099.41247	4.24959	19219.1	13143.0	19219.1	13143.0
405/647	26365.0	14869.0	26365.0	14869.0	2141.95093	5997.17041	213.61349	-65.60477	1.25920	5113.52734	12878.81250	135	1	-1	-2	0	0	159.52473	27.69239	26365.0	14869.0	26365.0	14869.0
405/647	10090.8	17661.0	10090.8	17661.0	5745.73340	83588.02344	362.40997	-14.39450	1.12332	4682.24170	87122.91406	135	2	-1	9	0	0	2223.44142	8.30606	10090.8	17661.0	10090.8	17661.0
405/647	39038.3	18262.7	39038.3	18262.7	3572.31421	52410.49219	361.75089	-0.14691	1.14553	4386.43457	56075.27344	135	2	-1	6	0	0	1394.11909	12.28816	39038.3	18262.7	39038.3	18262.7
405/647	28854.6	20103.6	28854.6	20103.6	32599.48828	459532.75000	345.73880	-12.89858	1.12278	14708.65430	441907.28125	135	2	-1	5	0	0	12223.57115	2.68419	28854.6	20103.6	28854.6	20103.6
405/647	8499.2	24731.7	8499.2	24731.7	3611.38916	21402.34570	310.78049	-18.09986	1.16436	4435.95752	30231.06250	135	1	-1	5	0	0	569.30240	15.94615	8499.2	24731.7	8499.2	24731.7
405/647	35568.5	26014.7	35568.5	26014.7	7901.82959	51962.73047	327.37265	-53.47459	1.05866	4589.64160	66885.96094	135	1	-1	-3	0	0	1382.20863	8.11821	35568.5	26014.7	35568.5	26014.7
405/647	23052.9	26287.1	23052.9	26287.1	3345.31250	11811.79590	239.88321	-76.44093	1.11906	19000.89648	13235.59375	135	1	-1	-2	0	0	314.19377	33.03751	23052.9	26287.1	23052.9	26287.1
405/647	26572.0	29266.7	26572.0	29266.7	7175.22559	136606.29688	317.09848	10.37591	1.10805	5686.41162	151412.54688	135	5	-1	-5	0	0	3633.72750	6.55687	26572.0	29266.7	26572.0	29266.7
405/647	26257.0	34041.4	26257.0	34041.4	14302.70996	149182.75000	323.48605	-48.28399	1.07403	6238.89502	149629.25000	135	2	-1	5	0	0	3968.26115	4.61233	26257.0	34041.4	26257.0	34041.4
405/647	33226.6	39007.4	33226.6	39007.4	4659.98438	49557.57813	251.96948	88.78840	1.12646	4412.97021	50973.25781	135	3	-1	-3	0	0	1318.23158	7.98216	33226.6	39007.4	33226.6	39007.4
405/647	29614.5	6432.9	29614.5	6432.9	2147.35474	17892.64258	368.50684	72.78757	1.06635	4493.60742	21925.81250	136	1	-1	-3	0	0	475.94429	25.92502	29614.5	6432.9	29614.5	6432.9
405/647	12344.9	8864.2	12344.9	8864.2	2423.73120	9736.93750	255.87578	84.00024	1.29471	5192.53809	13762.54688	136	1	-1	-3	0	0	259.00254	24.74454	12344.9	8864.2	12344.9	8864.2
405/647	12954.2	11353.1	12954.2	11353.1	2207.68750	6044.62549	211.23997	-28.88390	1.18887	8503.98145	7722.46875	136	1	-1	-2	0	0	160.78704	33.91574	12954.2	11353.1	12954.2	11353.1
405/647	17188.0	16163.1	17188.0	16163.1	2079.28540	9579.51367	274.01535	-63.38207	1.07184	4603.81299	15069.67188	136	1	-1	-5	0	0	254.81506	27.08523	17188.0	16163.1	17188.0	16163.1
405/647	39884.9	20045.5	39884.9	20045.5	2638.38159	7488.23584	215.07066	82.15489	1.07240	4514.95264	11814.18750	136	1	-1	-4	0	0	199.18707	21.57864	39884.9	20045.5	39884.9	20045.5
405/647	28399.7	24420.2	28399.7	24420.2	2135.04517	8185.55957	249.96596	-82.18855	1.20013	6078.56689	14710.82813	136	1	-1	-3	0	0	217.73588	29.95802	28399.7	24420.2	28399.7	24420.2
405/647	23038.9	24973.0	23038.9	24973.0	2124.40454	7743.44678	243.72987	30.89757	1.01096	19303.08008	8204.00000	136	1	-1	-2	0	0	205.97568	51.95755	23038.9	24973.0	23038.9	24973.0
405/647	36242.8	25376.2	36242.8	25376.2	37658.67969	222116.82813	310.04047	-8.61426	1.20055	5750.96094	219234.96875	136	1	-1	6	0	0	5908.30763	2.62864	36242.8	25376.2	36242.8	25376.2
405/647	23161.1	25638.1	23161.1	25638.1	2668.06250	10387.68848	251.89624	-1.41019	1.09708	20692.96680	11366.84375	136	1	-1	-2	0	0	276.31251	42.93990	23161.1	25638.1	23161.1	25638.1
405/647	15166.3	5401.4	15166.3	5401.4	2088.58936	7352.38428	239.52332	-66.29241	1.21110	4511.60938	14349.76563	137	1	-1	-3	0	0	195.57342	26.77857	15166.3	5401.4	15166.3	5401.4
